part_id,owner,category,material,quantity,candidate_part_number,thread,length_mm,fastener_form,CAD_envelope_mm,action,STEP,STL,note
elbow_l_flex_M_PCB_edge_cap_0,upperarm_l,加工塑料,nylon,1,,,,,0.8 x 4.0 x 12.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/elbow_l_flex_M_PCB_edge_cap_0.step,,
elbow_l_flex_M_PCB_M2x6_0,upperarm_l,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_l_flex_M_PCB_M2x6_0.step,,
elbow_l_flex_M_board_post_1,upperarm_l,加工金属,brass,1,,,,,3.5 x 4.041 x 14.921,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/elbow_l_flex_M_board_post_1.step,,Custom AF3.5 male/female M2 spacer; 2.5 mm nominal engagement in metal eye
elbow_l_flex_M_PCB_edge_saddle_1,upperarm_l,打印,frame,1,,,,,2.0 x 4.0 x 12.4,PLA 候选，按随件 STL 和切片复核要求,parts/elbow_l_flex_M_PCB_edge_saddle_1.step,print_candidates/elbow_l_flex_M_PCB_edge_saddle_1.stl,
elbow_l_flex_M_PCB_edge_cap_1,upperarm_l,加工塑料,nylon,1,,,,,0.8 x 4.0 x 12.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/elbow_l_flex_M_PCB_edge_cap_1.step,,
elbow_l_flex_M_PCB_M2x6_1,upperarm_l,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_l_flex_M_PCB_M2x6_1.step,,
elbow_l_flex_M_pcb_AS5048A,upperarm_l,PCBA内含,pcb_component,1,,,,,1.0 x 5.0 x 6.4,按电子板成套，不按机械实体重复采购,parts/elbow_l_flex_M_pcb_AS5048A.step,,actual_KiCad_STEP
elbow_l_flex_M_pcb_C1,upperarm_l,PCBA内含,pcb_component,1,,,,,0.8 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/elbow_l_flex_M_pcb_C1.step,,actual_KiCad_STEP
elbow_l_flex_M_pcb_C2,upperarm_l,PCBA内含,pcb_component,1,,,,,1.05 x 1.45 x 2.3,按电子板成套，不按机械实体重复采购,parts/elbow_l_flex_M_pcb_C2.step,,"Murata GRM219R61E106KA12D 10 uF 25 V X5R, max .95 mm body + .10 mm solder seating allocation"
elbow_l_flex_M_pcb_R1,upperarm_l,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/elbow_l_flex_M_pcb_R1.step,,actual_KiCad_STEP
elbow_l_flex_M_pcb_R2,upperarm_l,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/elbow_l_flex_M_pcb_R2.step,,actual_KiCad_STEP
elbow_l_flex_M_pcb_board,upperarm_l,PCBA内含,pcb,1,,,,,0.91 x 10.0 x 12.0,按电子板成套，不按机械实体重复采购,parts/elbow_l_flex_M_pcb_board.step,,actual_KiCad_STEP
elbow_l_flex_M_pcb_J1_dimension_envelope,upperarm_l,PCBA内含,pcb_component,1,,,,,3.3 x 9.4 x 9.6,按电子板成套，不按机械实体重复采购,parts/elbow_l_flex_M_pcb_J1_dimension_envelope.step,,"JST SM06B-SRSS-TB side-entry SH6, conservative 9.4 x9.6 x3.3 mm mated plug allocation; cable bend remains a separate harness requirement"
forearm_l_twist_M_fixed_metal_eye,elbow_l,加工金属,aluminum_7075,1,,,,,4.0 x 26.937 x 38.5,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/forearm_l_twist_M_fixed_metal_eye.step,,"Machined 6061-T6 eye; 2 x M3 tapped mounting holes; friction lining reacts into this eye; integral angular travel guards reacting directly into bearing eye; D14.50 x0.85 upper retaining counterbore, flat Z3.15"
forearm_l_twist_M_radial_bush,elbow_l,加工塑料,pom,1,,,,,2.8 x 14.4 x 14.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/forearm_l_twist_M_radial_bush.step,,"D6 journal +0.06 mm nominal diametral clearance; not part of axial preload loop; D14.40 x0.70 flange at Z3.20..3.90, captured below thrust washer Z4.00; 0.15 total nominal axial float"
forearm_l_twist_M_friction_lining,elbow_l,加工塑料,peek,1,,,,,1.0 x 22.0 x 23.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/forearm_l_twist_M_friction_lining.step,,"1 mm replaceable lining with positive edge tabs; friction coefficient is an untested assumption; unfilled machined PEEK candidate, dry contact; actual torque and creep must be qualified"
forearm_l_twist_M_flanged_rotor_shaft,forearm_l,加工金属,aluminum_7075,1,,,,,17.926 x 24.0 x 24.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/forearm_l_twist_M_flanged_rotor_shaft.step,,"Integral D6 drive, journal and friction flange; blind M3 end thread and M2 radial retention; no threaded running surface; integral load-bearing flange stop tab; magnetic cup is not a stop"
forearm_l_twist_M_thrust_wear_washer,elbow_l,采购标准件,ptfe_composite,1,PCMW 102001.5 E,,,,1.5 x 20.0 x 20.0,SKF PCMW 102001.5 E；以当前 STEP 尺寸核对,parts/forearm_l_twist_M_thrust_wear_washer.step,,SKF PCMW102001.5 E envelope; radial bush is unloaded axially
forearm_l_twist_M_spring_seat,forearm_l,加工金属,spring,1,,,,,0.5 x 20.0 x 20.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/forearm_l_twist_M_spring_seat.step,,
forearm_l_twist_M_disc_spring_0_0,forearm_l,采购碟簧,spring,1,SCHNORR 002050,,,,0.463 x 12.5 x 12.5,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/forearm_l_twist_M_disc_spring_0_0.step,,"SCHNORR 002050; 1 nested parallel per group, two groups opposed in series"
forearm_l_twist_M_disc_spring_1_0,forearm_l,采购碟簧,spring,1,SCHNORR 002050,,,,0.463 x 12.5 x 12.5,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/forearm_l_twist_M_disc_spring_1_0.step,,"SCHNORR 002050; 1 nested parallel per group, two groups opposed in series"
forearm_l_twist_M_D_stop_cap,forearm_l,加工金属,aluminum,1,,,,,3.0 x 12.4 x 13.6,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/forearm_l_twist_M_D_stop_cap.step,,Metal shoulder fixes nominal spring height; actual preload requires selected shims and a physical torque test
forearm_l_twist_M_M3x8_button_retainer,forearm_l,采购紧固件,titanium,1,SSB-M3-8-TI5,M3,8,button_head,5.7 x 5.7 x 9.65,按螺纹、长度、材料和实际头部包络一起核对,parts/forearm_l_twist_M_M3x8_button_retainer.step,,Accu SSB-M3-8-TI5 nominal head envelope; thread and bearing stress unqualified
forearm_l_twist_M_keyed_magnet_cup,forearm_l,加工金属,aluminum,1,,,,,7.55 x 16.4 x 16.4,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/forearm_l_twist_M_keyed_magnet_cup.step,,External D key transmits angle; 0.05 mm nominal fit and two radial brass retainers
forearm_l_twist_M_cup_M2x4_0,forearm_l,采购紧固件,brass,1,,M2,4,screw_head_to_drawing,2.0 x 2.0 x 4.0,按螺纹、长度、材料和实际头部包络一起核对,parts/forearm_l_twist_M_cup_M2x4_0.step,,Thread envelope; slotted brass M2x4
forearm_l_twist_M_cup_M2x4_1,forearm_l,采购紧固件,brass,1,,M2,4,screw_head_to_drawing,2.0 x 2.0 x 4.0,按螺纹、长度、材料和实际头部包络一起核对,parts/forearm_l_twist_M_cup_M2x4_1.step,,Thread envelope; slotted brass M2x4
forearm_l_twist_M_diametric_magnet_6x2p5,forearm_l,采购标准件,magnet,1,AS5000-MD6H-2,,,,2.5 x 6.0 x 6.0,AS5000-MD6H-2 候选，Ø6×2.5 径向充磁，逐件核对磁场,parts/forearm_l_twist_M_diametric_magnet_6x2p5.step,,Diametric magnet; magnetic field and interference require bench qualification
forearm_l_twist_M_magnet_keeper,forearm_l,打印,frame,1,,,,,2.7 x 19.2 x 19.2,PLA 候选，按随件 STL 和切片复核要求,parts/forearm_l_twist_M_magnet_keeper.step,print_candidates/forearm_l_twist_M_magnet_keeper.stl,"1.2 mm radial wall, 0.20 mm nominal radial fit allowance, 0.8 mm face; mechanical retention outside sensor air gap"
forearm_l_twist_M_keeper_M2x3_0,forearm_l,采购紧固件,brass,1,,M2,3,screw_head_to_drawing,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/forearm_l_twist_M_keeper_M2x3_0.step,,Slotted brass M2x3 thread envelope
forearm_l_twist_M_keeper_M2x3_1,forearm_l,采购紧固件,brass,1,,M2,3,screw_head_to_drawing,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/forearm_l_twist_M_keeper_M2x3_1.step,,Slotted brass M2x3 thread envelope
forearm_l_twist_M_D_output_cleat,forearm_l,加工金属,aluminum,1,,,,,4.95 x 19.0 x 26.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/forearm_l_twist_M_D_output_cleat.step,,"Two M3 attachment bores; drive on D-flat, axial retention by radial M2 into shaft"
forearm_l_twist_M_output_M2x6,forearm_l,采购紧固件,brass,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/forearm_l_twist_M_output_M2x6.step,,Nominal M2x6 radial retainer; install before connecting distal segment
forearm_l_twist_M_board_post_0,elbow_l,加工金属,brass,1,,,,,3.5 x 4.041 x 14.671,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/forearm_l_twist_M_board_post_0.step,,Custom AF3.5 male/female M2 spacer; 2.5 mm nominal engagement in metal eye
forearm_l_twist_M_PCB_edge_saddle_0,elbow_l,打印,frame,1,,,,,2.0 x 4.0 x 10.4,PLA 候选，按随件 STL 和切片复核要求,parts/forearm_l_twist_M_PCB_edge_saddle_0.step,print_candidates/forearm_l_twist_M_PCB_edge_saddle_0.stl,
forearm_l_twist_M_PCB_edge_cap_0,elbow_l,加工塑料,nylon,1,,,,,0.8 x 4.0 x 10.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/forearm_l_twist_M_PCB_edge_cap_0.step,,
forearm_l_twist_M_PCB_M2x6_0,elbow_l,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/forearm_l_twist_M_PCB_M2x6_0.step,,
forearm_l_twist_M_board_post_1,elbow_l,加工金属,brass,1,,,,,3.5 x 4.041 x 14.671,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/forearm_l_twist_M_board_post_1.step,,Custom AF3.5 male/female M2 spacer; 2.5 mm nominal engagement in metal eye
forearm_l_twist_M_PCB_edge_saddle_1,elbow_l,打印,frame,1,,,,,2.0 x 4.0 x 10.4,PLA 候选，按随件 STL 和切片复核要求,parts/forearm_l_twist_M_PCB_edge_saddle_1.step,print_candidates/forearm_l_twist_M_PCB_edge_saddle_1.stl,
forearm_l_twist_M_PCB_edge_cap_1,elbow_l,加工塑料,nylon,1,,,,,0.8 x 4.0 x 10.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/forearm_l_twist_M_PCB_edge_cap_1.step,,
forearm_l_twist_M_PCB_M2x6_1,elbow_l,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/forearm_l_twist_M_PCB_M2x6_1.step,,
forearm_l_twist_M_pcb_AS5048A,elbow_l,PCBA内含,pcb_component,1,,,,,1.0 x 5.0 x 6.4,按电子板成套，不按机械实体重复采购,parts/forearm_l_twist_M_pcb_AS5048A.step,,actual_KiCad_STEP
forearm_l_twist_M_pcb_C1,elbow_l,PCBA内含,pcb_component,1,,,,,0.8 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/forearm_l_twist_M_pcb_C1.step,,actual_KiCad_STEP
forearm_l_twist_M_pcb_C2,elbow_l,PCBA内含,pcb_component,1,,,,,1.05 x 1.45 x 2.3,按电子板成套，不按机械实体重复采购,parts/forearm_l_twist_M_pcb_C2.step,,"Murata GRM219R61E106KA12D 10 uF 25 V X5R, max .95 mm body + .10 mm solder seating allocation"
forearm_l_twist_M_pcb_R1,elbow_l,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/forearm_l_twist_M_pcb_R1.step,,actual_KiCad_STEP
forearm_l_twist_M_pcb_R2,elbow_l,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/forearm_l_twist_M_pcb_R2.step,,actual_KiCad_STEP
forearm_l_twist_M_pcb_board,elbow_l,PCBA内含,pcb,1,,,,,0.91 x 10.0 x 12.0,按电子板成套，不按机械实体重复采购,parts/forearm_l_twist_M_pcb_board.step,,actual_KiCad_STEP
forearm_l_twist_M_pcb_J1_dimension_envelope,elbow_l,PCBA内含,pcb_component,1,,,,,3.3 x 9.4 x 9.6,按电子板成套，不按机械实体重复采购,parts/forearm_l_twist_M_pcb_J1_dimension_envelope.step,,"JST SM06B-SRSS-TB side-entry SH6, conservative 9.4 x9.6 x3.3 mm mated plug allocation; cable bend remains a separate harness requirement"
elbow_l_flex_M_fixed_mount_M3x8_0,upperarm_l,采购紧固件,metal,1,,M3,8,screw_head_to_drawing,5.5 x 5.5 x 11.0,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_l_flex_M_fixed_mount_M3x8_0.step,,M3x8 from outer carrier face into metal eye; 3 mm nominal threaded engagement
elbow_l_flex_M_fixed_mount_M3x8_1,upperarm_l,采购紧固件,metal,1,,M3,8,screw_head_to_drawing,5.5 x 5.5 x 11.0,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_l_flex_M_fixed_mount_M3x8_1.step,,M3x8 from outer carrier face into metal eye; 3 mm nominal threaded engagement
elbow_l_flex_M_upperarm_carrier,upperarm_l,打印,frame,1,,,,,20.0 x 23.0 x 99.952,PLA 候选，按随件 STL 和切片复核要求,parts/elbow_l_flex_M_upperarm_carrier.step,print_candidates/elbow_l_flex_M_upperarm_carrier.stl,One printed carrier includes the existing Rev K keyed shoulder coupling and its radial retainer interface; closed local shell lugs and M2.4 through bores
elbow_l_flex_M_rotor_mount_M3x12_0,elbow_l,采购紧固件,metal,1,,M3,12,screw_head_to_drawing,5.5 x 5.5 x 15.0,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_l_flex_M_rotor_mount_M3x12_0.step,,M3x12 socket screw; unmodelled helical thread
elbow_l_flex_M_rotor_mount_nut_M3_0,elbow_l,采购紧固件,metal,1,,M3,,hex_nut,2.4 x 5.5 x 6.351,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_l_flex_M_rotor_mount_nut_M3_0.step,,M3 nut envelope; removable thread locking method pending
elbow_l_flex_M_rotor_mount_M3x12_1,elbow_l,采购紧固件,metal,1,,M3,12,screw_head_to_drawing,5.5 x 5.5 x 15.0,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_l_flex_M_rotor_mount_M3x12_1.step,,M3x12 socket screw; unmodelled helical thread
elbow_l_flex_M_rotor_mount_nut_M3_1,elbow_l,采购紧固件,metal,1,,M3,,hex_nut,2.4 x 5.5 x 6.351,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_l_flex_M_rotor_mount_nut_M3_1.step,,M3 nut envelope; removable thread locking method pending
forearm_l_twist_M_fixed_mount_M3x8_0,elbow_l,采购紧固件,metal,1,,M3,8,screw_head_to_drawing,5.5 x 5.5 x 11.0,按螺纹、长度、材料和实际头部包络一起核对,parts/forearm_l_twist_M_fixed_mount_M3x8_0.step,,M3x8 from outer carrier face into metal eye; 3 mm nominal threaded engagement
forearm_l_twist_M_fixed_mount_M3x8_1,elbow_l,采购紧固件,metal,1,,M3,8,screw_head_to_drawing,5.5 x 5.5 x 11.0,按螺纹、长度、材料和实际头部包络一起核对,parts/forearm_l_twist_M_fixed_mount_M3x8_1.step,,M3x8 from outer carrier face into metal eye; 3 mm nominal threaded engagement
elbow_l_flex_M_proximal_forearm,elbow_l,打印,frame,1,,,,,20.0 x 43.0 x 46.714,PLA 候选，按随件 STL 和切片复核要求,parts/elbow_l_flex_M_proximal_forearm.step,print_candidates/elbow_l_flex_M_proximal_forearm.stl,Direct elbow and axial forearm rotation share a single printed proximal carrier; rounded underside pocket gives 0.6 mm nominal SH plug clearance; upper load bridge retained
forearm_l_twist_M_rotor_mount_M3x12_0,forearm_l,采购紧固件,metal,1,,M3,12,screw_head_to_drawing,5.5 x 5.5 x 15.0,按螺纹、长度、材料和实际头部包络一起核对,parts/forearm_l_twist_M_rotor_mount_M3x12_0.step,,M3x12 socket screw; unmodelled helical thread
forearm_l_twist_M_rotor_mount_nut_M3_0,forearm_l,采购紧固件,metal,1,,M3,,hex_nut,2.4 x 5.5 x 6.351,按螺纹、长度、材料和实际头部包络一起核对,parts/forearm_l_twist_M_rotor_mount_nut_M3_0.step,,M3 nut envelope; removable thread locking method pending
forearm_l_twist_M_rotor_mount_M3x12_1,forearm_l,采购紧固件,metal,1,,M3,12,screw_head_to_drawing,5.5 x 5.5 x 15.0,按螺纹、长度、材料和实际头部包络一起核对,parts/forearm_l_twist_M_rotor_mount_M3x12_1.step,,M3x12 socket screw; unmodelled helical thread
forearm_l_twist_M_rotor_mount_nut_M3_1,forearm_l,采购紧固件,metal,1,,M3,,hex_nut,2.4 x 5.5 x 6.351,按螺纹、长度、材料和实际头部包络一起核对,parts/forearm_l_twist_M_rotor_mount_nut_M3_1.step,,M3 nut envelope; removable thread locking method pending
forearm_l_twist_M_distal_forearm_carrier,forearm_l,打印,frame,1,,,,,45.0 x 46.0 x 92.712,PLA 候选，按随件 STL 和切片复核要求,parts/forearm_l_twist_M_distal_forearm_carrier.step,print_candidates/forearm_l_twist_M_distal_forearm_carrier.stl,PLA candidate with explicit mount pads; print fit and fatigue untested; integrated wrist flex mounting pad and two 6 mm branches; closed local shell lugs and M2.4 through bores
l_arm_forearm_shell_front_distal,forearm_l,打印,shell,1,,,,,10.143 x 16.211 x 32.879,PLA 候选，按随件 STL 和切片复核要求,parts/l_arm_forearm_shell_front_distal.step,print_candidates/l_arm_forearm_shell_front_distal.stl,"1.8 mm partial rigid arm cover; one M2x20 through captive rear nuts into closed centreline rail lugs; front straight hex access, remove before servicing joints; pose clearance sampled digitally"
l_arm_forearm_shell_back_distal,forearm_l,打印,shell,1,,,,,15.143 x 18.707 x 32.99,PLA 候选，按随件 STL 和切片复核要求,parts/l_arm_forearm_shell_back_distal.step,print_candidates/l_arm_forearm_shell_back_distal.stl,"1.8 mm partial rigid arm cover; one M2x20 through captive rear nuts into closed centreline rail lugs; front straight hex access, remove before servicing joints; pose clearance sampled digitally"
elbow_r_flex_M_fixed_metal_eye,upperarm_r,加工金属,aluminum_7075,1,,,,,4.0 x 35.494 x 42.5,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/elbow_r_flex_M_fixed_metal_eye.step,,"Machined 6061-T6 eye; 2 x M3 tapped mounting holes; friction lining reacts into this eye; integral angular travel guards reacting directly into bearing eye; D14.50 x0.85 upper retaining counterbore, flat Z3.15"
elbow_r_flex_M_radial_bush,upperarm_r,加工塑料,pom,1,,,,,2.8 x 14.4 x 14.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/elbow_r_flex_M_radial_bush.step,,"D6 journal +0.06 mm nominal diametral clearance; not part of axial preload loop; D14.40 x0.70 flange at Z3.20..3.90, captured below thrust washer Z4.00; 0.15 total nominal axial float"
elbow_r_flex_M_friction_lining,upperarm_r,加工塑料,peek,1,,,,,1.0 x 26.0 x 27.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/elbow_r_flex_M_friction_lining.step,,"1 mm replaceable lining with positive edge tabs; friction coefficient is an untested assumption; unfilled machined PEEK candidate, dry contact; actual torque and creep must be qualified"
elbow_r_flex_M_flanged_rotor_shaft,elbow_r,加工金属,aluminum_7075,1,,,,,18.176 x 28.0 x 31.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/elbow_r_flex_M_flanged_rotor_shaft.step,,"Integral D6 drive, journal and friction flange; blind M3 end thread and M2 radial retention; no threaded running surface; integral load-bearing flange stop tab; magnetic cup is not a stop"
elbow_r_flex_M_thrust_wear_washer,upperarm_r,采购标准件,ptfe_composite,1,PCMW 102001.5 E,,,,1.5 x 20.0 x 20.0,SKF PCMW 102001.5 E；以当前 STEP 尺寸核对,parts/elbow_r_flex_M_thrust_wear_washer.step,,SKF PCMW102001.5 E envelope; radial bush is unloaded axially
elbow_r_flex_M_spring_seat,elbow_r,加工金属,spring,1,,,,,0.5 x 20.0 x 20.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/elbow_r_flex_M_spring_seat.step,,
elbow_r_flex_M_disc_spring_0_0,elbow_r,采购碟簧,spring,1,SCHNORR 002100,,,,0.588 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/elbow_r_flex_M_disc_spring_0_0.step,,"SCHNORR 002100; 1 nested parallel per group, two groups opposed in series"
elbow_r_flex_M_disc_spring_1_0,elbow_r,采购碟簧,spring,1,SCHNORR 002100,,,,0.588 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/elbow_r_flex_M_disc_spring_1_0.step,,"SCHNORR 002100; 1 nested parallel per group, two groups opposed in series"
elbow_r_flex_M_D_stop_cap,elbow_r,加工金属,aluminum,1,,,,,3.0 x 12.4 x 13.6,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/elbow_r_flex_M_D_stop_cap.step,,Metal shoulder fixes nominal spring height; actual preload requires selected shims and a physical torque test
elbow_r_flex_M_M3x8_button_retainer,elbow_r,采购紧固件,titanium,1,SSB-M3-8-TI5,M3,8,button_head,5.7 x 5.7 x 9.65,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_r_flex_M_M3x8_button_retainer.step,,Accu SSB-M3-8-TI5 nominal head envelope; thread and bearing stress unqualified
elbow_r_flex_M_keyed_magnet_cup,elbow_r,加工金属,aluminum,1,,,,,7.55 x 16.4 x 16.4,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/elbow_r_flex_M_keyed_magnet_cup.step,,External D key transmits angle; 0.05 mm nominal fit and two radial brass retainers
elbow_r_flex_M_cup_M2x4_0,elbow_r,采购紧固件,brass,1,,M2,4,screw_head_to_drawing,2.0 x 2.0 x 4.0,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_r_flex_M_cup_M2x4_0.step,,Thread envelope; slotted brass M2x4
elbow_r_flex_M_cup_M2x4_1,elbow_r,采购紧固件,brass,1,,M2,4,screw_head_to_drawing,2.0 x 2.0 x 4.0,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_r_flex_M_cup_M2x4_1.step,,Thread envelope; slotted brass M2x4
elbow_r_flex_M_diametric_magnet_6x2p5,elbow_r,采购标准件,magnet,1,AS5000-MD6H-2,,,,2.5 x 6.0 x 6.0,AS5000-MD6H-2 候选，Ø6×2.5 径向充磁，逐件核对磁场,parts/elbow_r_flex_M_diametric_magnet_6x2p5.step,,Diametric magnet; magnetic field and interference require bench qualification
elbow_r_flex_M_magnet_keeper,elbow_r,打印,frame,1,,,,,2.7 x 19.2 x 19.2,PLA 候选，按随件 STL 和切片复核要求,parts/elbow_r_flex_M_magnet_keeper.step,print_candidates/elbow_r_flex_M_magnet_keeper.stl,"1.2 mm radial wall, 0.20 mm nominal radial fit allowance, 0.8 mm face; mechanical retention outside sensor air gap"
elbow_r_flex_M_keeper_M2x3_0,elbow_r,采购紧固件,brass,1,,M2,3,screw_head_to_drawing,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_r_flex_M_keeper_M2x3_0.step,,Slotted brass M2x3 thread envelope
elbow_r_flex_M_keeper_M2x3_1,elbow_r,采购紧固件,brass,1,,M2,3,screw_head_to_drawing,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_r_flex_M_keeper_M2x3_1.step,,Slotted brass M2x3 thread envelope
elbow_r_flex_M_D_output_cleat,elbow_r,加工金属,aluminum,1,,,,,4.95 x 19.0 x 28.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/elbow_r_flex_M_D_output_cleat.step,,"Two M3 attachment bores; drive on D-flat, axial retention by radial M2 into shaft"
elbow_r_flex_M_output_M2x6,elbow_r,采购紧固件,brass,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_r_flex_M_output_M2x6.step,,Nominal M2x6 radial retainer; install before connecting distal segment
elbow_r_flex_M_board_post_0,upperarm_r,加工金属,brass,1,,,,,3.5 x 4.041 x 14.921,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/elbow_r_flex_M_board_post_0.step,,Custom AF3.5 male/female M2 spacer; 2.5 mm nominal engagement in metal eye
elbow_r_flex_M_PCB_edge_saddle_0,upperarm_r,打印,frame,1,,,,,2.0 x 4.0 x 12.4,PLA 候选，按随件 STL 和切片复核要求,parts/elbow_r_flex_M_PCB_edge_saddle_0.step,print_candidates/elbow_r_flex_M_PCB_edge_saddle_0.stl,
elbow_r_flex_M_PCB_edge_cap_0,upperarm_r,加工塑料,nylon,1,,,,,0.8 x 4.0 x 12.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/elbow_r_flex_M_PCB_edge_cap_0.step,,
elbow_r_flex_M_PCB_M2x6_0,upperarm_r,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_r_flex_M_PCB_M2x6_0.step,,
elbow_r_flex_M_board_post_1,upperarm_r,加工金属,brass,1,,,,,3.5 x 4.041 x 14.921,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/elbow_r_flex_M_board_post_1.step,,Custom AF3.5 male/female M2 spacer; 2.5 mm nominal engagement in metal eye
elbow_r_flex_M_PCB_edge_saddle_1,upperarm_r,打印,frame,1,,,,,2.0 x 4.0 x 12.4,PLA 候选，按随件 STL 和切片复核要求,parts/elbow_r_flex_M_PCB_edge_saddle_1.step,print_candidates/elbow_r_flex_M_PCB_edge_saddle_1.stl,
elbow_r_flex_M_PCB_edge_cap_1,upperarm_r,加工塑料,nylon,1,,,,,0.8 x 4.0 x 12.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/elbow_r_flex_M_PCB_edge_cap_1.step,,
elbow_r_flex_M_PCB_M2x6_1,upperarm_r,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/elbow_r_flex_M_PCB_M2x6_1.step,,
elbow_r_flex_M_pcb_AS5048A,upperarm_r,PCBA内含,pcb_component,1,,,,,1.0 x 5.0 x 6.4,按电子板成套，不按机械实体重复采购,parts/elbow_r_flex_M_pcb_AS5048A.step,,actual_KiCad_STEP
elbow_r_flex_M_pcb_C1,upperarm_r,PCBA内含,pcb_component,1,,,,,0.8 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/elbow_r_flex_M_pcb_C1.step,,actual_KiCad_STEP
